"pk_orderno","fk_servicelevelid","fk_controlcustomerno","custname","billno","custcity","fk_custstate","custzip","shipper_nbr","shipper_name","shipper_addr_1","shipper_addr_2","shipper_city","shipper_st","shipper_cntry","shipper_zip","consignee_name","consignee_addr_1","consignee_addr_2","consignee_city","consignee_st","consignee_cntry","consignee_zip","origin_port_iata","destination_port_iata","order_status","fk_salesperson","actual_wght_lbs","actual_wght_kgs","chrg_wght_lbs","chrg_wght_kgs","tot_charges","tot_costs","fk_modeid","pieces","userid","orderdate","note"
"7050556","EC","20387","LLOYDS MATERIAL SUPPLY COMPANY",20387,"POMONA","CA","91766",20387,"LLOYDS MATERIAL SUPPLY COMPANY","1462 E 9TH ST","","POMONA","CA","US","91766","KATHY SANTOS","1231 VIA LUCERO","","Oceanside","CA","CA","92056","LAX","SAN","$$$","LGB05","868.0","394.0","1398.0","634.5","1035.00","775.00","DOMAIR","1","imata","2022-03-23T06:03:53.880Z"," business to residential DELIVERY

"
"7050577","EC","2484","INSIGHT INVESTMENTS, LLC",2484,"COSTA MESA","CA","92626",0,"HONDA NETWORKING EQUIPMENT","2170 POINT BLVD","STE 100","Elgin","IL","US","60123","INSIGHT INVESTMENTS","7501 MERIDIAN PLACE NW SUITE B-3","","ALBUQUERQUE","NM","US","87121","ORD","ABQ","$$$","LAX03","150.0","68.0","396.0","180.0","1175.00","691.31","DOMAIR","1","elopez","2022-03-23T08:44:46.707Z","ALL ITEMS MUST BE INDIVIDUALLY BUBBLE-WRAPPED AND/OR PACKED INDIVIDUALLY."
"7050577","EC","2484","INSIGHT INVESTMENTS, LLC",2484,"COSTA MESA","CA","92626",0,"HONDA NETWORKING EQUIPMENT","2170 POINT BLVD","STE 100","Elgin","IL","US","60123","INSIGHT INVESTMENTS","7501 MERIDIAN PLACE NW SUITE B-3","","ALBUQUERQUE","NM","US","87121","ORD","ABQ","$$$","LAX03","150.0","68.0","396.0","180.0","1175.00","691.31","DOMAIR","1","elopez","2022-03-23T08:44:46.707Z","ALL ITEMS MUST BE INDIVIDUALLY BUBBLE-WRAPPED AND/OR PACKED INDIVIDUALLY."
"7050589","EC","19549","TRAMO @ HOME NY INC",19549,"BAYONNE","NJ","7002",0,"","","","Carson","CA","US","90745","","","","Tampa","FL","US","33602","LAX","TPA","NEW","LGB02","1060.0","481.5","2424.0","1100.0","1895.00","1043.26","DOMAIR","4","bromero","2022-03-23T09:56:50.497Z",
"7050535","EC","18301","BANNER PACKING",18301,"LOS ANGELES","CA","90048",18301,"BANNER PACKING","344 N. LA CIENEGA BLVD","","LOS ANGELES","CA","US","90048","","","","New York","NY","US","10075","LAX","JFK","NEW","LAX17","45.0","20.5","71.0","32.5","0.00","154.23","DOMAIR","1","eacosta","2022-03-23T03:41:25.313Z",
"7050587","EC","20966","YOGAPDX",20966,"PORTLAND","OR","97210",0,"FORWARD AIR PDX","CUSTOMER WILL DROP TO FA PDX","","Portland","OR","US","97201","FORWARD AIR CLT","CUSTOMER WILL BE PICKING UP FROM FA CLT","","CHARLOTTE/CLT","NC","US","28208","PDX","CLT","$$$","LGB03","121.0","55.0","241.0","109.5","195.40","0.00","DOMAIR","1","atalley","2022-03-23T09:48:23.590Z",
"7050608","EC","21462","DANSEREAU HEALTH PRODUCTS",21462,"CORONA","CA","92880",21462,"DANSEREAU HEALTH PRODUCTS","1581 COMMERCE ST","","CORONA","CA","US","92880","WILSON MARTINO DENTAL","930 W MAIN ST","DR ROBERT MARTINO","Bridgeport","WV","US","26330","LAX","PIT","NEW","LGB05","860.0","390.5","1403.0","636.5","2212.79","0.00","DOMAIR","3","atalley","2022-03-23T12:25:39.590Z","2 MAN, INSIDE DELIVERY, LIFT GATE. DELIVERY APPOINTMENT (CALL CONSIGNEE TO SCHEDULE DELIVERY)"
"7050608","EC","21462","DANSEREAU HEALTH PRODUCTS",21462,"CORONA","CA","92880",21462,"DANSEREAU HEALTH PRODUCTS","1581 COMMERCE ST","","CORONA","CA","US","92880","WILSON MARTINO DENTAL","930 W MAIN ST","DR ROBERT MARTINO","Bridgeport","WV","US","26330","LAX","PIT","NEW","LGB05","860.0","390.5","1403.0","636.5","2212.79","0.00","DOMAIR","3","atalley","2022-03-23T12:25:39.590Z","2 MAN, INSIDE DELIVERY, LIFT GATE. DELIVERY APPOINTMENT (CALL CONSIGNEE TO SCHEDULE DELIVERY)"
"7050563","EC","17705","DECKERS OUTDOOR CORP",17705,"GOLETA","CA","93117",21199,"DECKERS BRANDS","17791 N PERRIS BLVD","","MORENO VALLEY","CA","US","92551","ANTHROPOLOGIE INC","12055 Moya Blvd.","","Reno","NV","US","89506","LAX","RNO","$$$","LAX17","505.0","229.5","1188.0","539.0",,,"DOMAIR","2","kangeles","2022-03-23T07:12:16.017Z",
"7050561","EC","18301","BANNER PACKING",18301,"LOS ANGELES","CA","90048",18301,"BANNER PACKING","344 N. LA CIENEGA BLVD","","LOS ANGELES","CA","US","90048","Business","1871 King Street Ext.","","Charleston","SC","US","29405","LAX","CHS","NEW","LAX17","120.0","54.5","144.0","65.5","286.00","0.00","DOMAIR","1","joshernand","2022-03-23T06:54:02.993Z",
"7050600","EC","18552","DSA SIGNAGE",18552,"CARSON","CA","90746",18552,"DSA SIGNAGE","16961 CENTRAL AVE","","CARSON","CA","US","90746","","1400 S Lake Shore Dr","","Chicago","IL","US","60605","LAX","ORD","NEW","LGB07","875.0","397.0","875.0","397.0","801.62","0.00","DOMAIR","1","atalley","2022-03-23T11:37:18.383Z","LIFT GATE REQUIRED. APPOINTMENT REQUIRED (CALL CONSIGNEE TO SCHEDULE DELIVERY)"
"7050600","EC","18552","DSA SIGNAGE",18552,"CARSON","CA","90746",18552,"DSA SIGNAGE","16961 CENTRAL AVE","","CARSON","CA","US","90746","","1400 S Lake Shore Dr","","Chicago","IL","US","60605","LAX","ORD","NEW","LGB07","875.0","397.0","875.0","397.0","801.62","0.00","DOMAIR","1","atalley","2022-03-23T11:37:18.383Z","LIFT GATE REQUIRED. APPOINTMENT REQUIRED (CALL CONSIGNEE TO SCHEDULE DELIVERY)"
"7050571","EC","20385","SAFRAN C/O MAG AEROSPACE INDUSTRIES",20385,"CARSON","CA","90746",21207,"AIRTECH INTERNTIONAL","6377 KIMBALL AVE","","CHINO","CA","US","91708","RIO BRAVO INDUSTRIES","12035 ROJAS DR. SUITE F","","EL PASO","TX","US","79936","LAX","ELP","$$$","LGB07","570.0","259.0","570.0","259.0",,,"DOMAIR","1","kangeles","2022-03-23T08:25:52.947Z",
"7050575","2D","20385","SAFRAN C/O MAG AEROSPACE INDUSTRIES",20385,"CARSON","CA","90746",21207,"AIRTECH INTERNTIONAL","6377 KIMBALL AVE","","CHINO","CA","US","91708","RIO BRAVO INDUSTRIES","12035 ROJAS DR. SUITE F","","EL PASO","TX","US","79936","LAX","ELP","$$$","LGB07","30.0","14.0","30.0","14.0",,,"DOMAIR","1","kangeles","2022-03-23T08:31:14.417Z",
"7050593","EC","20834","TRAMO @ HOME LA INC",20834,"CARSON","CA","90745",20834,"TRAMO @ HOME LA INC","24640 S MAIN ST.","","CARSON","CA","US","90745","RESIDENCE","382 S. BEACH ROAD","","HOBE SOUND","FL","US","33455","LAX","MIA","NEW","LGB02","780.0","354.0","1001.0","454.0","1766.95","1196.74","DOMAIR","2","idollosa","2022-03-23T10:53:19.240Z","***INSIDE DELIVERY WITH DEBRIS REMOVAL***"
"7050593","EC","20834","TRAMO @ HOME LA INC",20834,"CARSON","CA","90745",20834,"TRAMO @ HOME LA INC","24640 S MAIN ST.","","CARSON","CA","US","90745","RESIDENCE","382 S. BEACH ROAD","","HOBE SOUND","FL","US","33455","LAX","MIA","NEW","LGB02","780.0","354.0","1001.0","454.0","1766.95","1196.74","DOMAIR","2","idollosa","2022-03-23T10:53:19.240Z","***INSIDE DELIVERY WITH DEBRIS REMOVAL***"
"7050566","EC","20978","MARVIN TEST SOLUTIONS,  INC.",20978,"IRVINE","CA","92614",21609,"MARVIN TEST SOLUTIONS, INC.","1770 KETTERING","","Irvine","CA","US","92614","N00421 NAVAL AIR WARFARE CENTER","BLDG. 512 VAUGHN ROAD","M/F P-3 TAIWAN FMS TW-P-SEG","Patuxent River","MD","US","20670","LAX","IAD","$$$","LGB07","177.0","80.3","177.0","80.3","550.00","0.00","DOMAIR","1","theresa.p","2022-03-23T08:09:55.000Z",
"7050610","EC","18301","BANNER PACKING",18301,"LOS ANGELES","CA","90048",18301,"BANNER PACKING","344 N. LA CIENEGA BLVD","","LOS ANGELES","CA","US","90048","","","","Harbor Springs","MI","US","49740","LAX","TVC","NEW","LAX17","110.0","50.0","357.0","162.0","845.00","557.26","DOMAIR","1","bromero","2022-03-23T13:03:35.563Z","**RESIDENTIAL CURBSIDE DELIVERY W/ LIFTGATE AND APPOINTMENT REQUIRED**"
"7050607","4D","19540","CANON MEDICAL SYSTEMS USA INC",19540,"TUSTIN","CA","92780",19539,"CANON MEDICAL SYSTEMS USA INC","1475 MAGNOLIA AVE","BUILD D","CORONA","CA","US","92882","NXC Imaging","Rayus Radiology - West St Paul","2118 4th Ave S","Minneapolis","MN","US","55404","LAX","MSP","$$$","LGB17","450.0","204.5","477.0","216.5",,,"DOMAIR","1","kangeles","2022-03-23T12:21:10.620Z","***MUST DELIVER TUESDAY 3/29 BY 11AM*** ***LIFTGATE/PALLET JACK / INSIDE DELIVERY*** ***MUST CALL PRIOR DELIVERY -- NO EXCEPTIONS***"
"7050611","EC","20834","TRAMO @ HOME LA INC",20834,"CARSON","CA","90745",20834,"TRAMO @ HOME LA INC","24640 S MAIN ST.","","CARSON","CA","US","90745","Residence","1000 S Ocean Blvd Unit 205","","Boca Raton","FL","US","33432","LAX","MIA","NEW","LGB02","680.0","308.5","680.0","308.5","945.00","0.00","DOMAIR","4","kangeles","2022-03-23T13:06:52.133Z","***RESIDENTIAL / LIFTGATE / INSIDE / DEBRIS REMOVAL*** ***CALL FOR APPOINTMENT***"
"7050601","EC","19540","CANON MEDICAL SYSTEMS USA INC",19540,"TUSTIN","CA","92780",19539,"CANON MEDICAL SYSTEMS USA INC","1475 MAGNOLIA AVE","BUILD D","CORONA","CA","US","92882","THE P TREATMENT","12 VAIL RD SUITE C500","","Vail","CO","US","81657","LAX","DEN","$$$","LGB17","410.0","186.5","485.0","220.5","804.21","603.04","DOMAIR","2","kangeles","2022-03-23T11:39:12.940Z","***MUST DELIVER WEDNESDAY 3/30 BY 11AM*** ***LIFTGATE / PALLET JACK / INSIDE / UNPACK / DEBRIS REMOVAL*** ***MUST CALL PRIOR DELIVERY TO MAKE SURE THE TECH MEETS THE DRIVER-- NO EXCEPTIONS***"
"7050611","EC","20834","TRAMO @ HOME LA INC",20834,"CARSON","CA","90745",20834,"TRAMO @ HOME LA INC","24640 S MAIN ST.","","CARSON","CA","US","90745","Residence","1000 S Ocean Blvd Unit 205","","Boca Raton","FL","US","33432","LAX","MIA","NEW","LGB02","680.0","308.5","680.0","308.5","945.00","0.00","DOMAIR","4","kangeles","2022-03-23T13:06:52.133Z","***RESIDENTIAL / LIFTGATE / INSIDE / DEBRIS REMOVAL*** ***CALL FOR APPOINTMENT***"
"7050611","EC","20834","TRAMO @ HOME LA INC",20834,"CARSON","CA","90745",20834,"TRAMO @ HOME LA INC","24640 S MAIN ST.","","CARSON","CA","US","90745","Residence","1000 S Ocean Blvd Unit 205","","Boca Raton","FL","US","33432","LAX","MIA","NEW","LGB02","680.0","308.5","680.0","308.5","945.00","0.00","DOMAIR","4","kangeles","2022-03-23T13:06:52.133Z","***RESIDENTIAL / LIFTGATE / INSIDE / DEBRIS REMOVAL*** ***CALL FOR APPOINTMENT***"
"7050601","EC","19540","CANON MEDICAL SYSTEMS USA INC",19540,"TUSTIN","CA","92780",19539,"CANON MEDICAL SYSTEMS USA INC","1475 MAGNOLIA AVE","BUILD D","CORONA","CA","US","92882","THE P TREATMENT","12 VAIL RD SUITE C500","","Vail","CO","US","81657","LAX","DEN","$$$","LGB17","410.0","186.5","485.0","220.5","804.21","603.04","DOMAIR","2","kangeles","2022-03-23T11:39:12.940Z","***MUST DELIVER WEDNESDAY 3/30 BY 11AM*** ***LIFTGATE / PALLET JACK / INSIDE / UNPACK / DEBRIS REMOVAL*** ***MUST CALL PRIOR DELIVERY TO MAKE SURE THE TECH MEETS THE DRIVER-- NO EXCEPTIONS***"
"7050607","4D","19540","CANON MEDICAL SYSTEMS USA INC",19540,"TUSTIN","CA","92780",19539,"CANON MEDICAL SYSTEMS USA INC","1475 MAGNOLIA AVE","BUILD D","CORONA","CA","US","92882","NXC Imaging","Rayus Radiology - West St Paul","2118 4th Ave S","Minneapolis","MN","US","55404","LAX","MSP","$$$","LGB17","450.0","204.5","477.0","216.5",,,"DOMAIR","1","kangeles","2022-03-23T12:21:10.620Z","***MUST DELIVER TUESDAY 3/29 BY 11AM*** ***LIFTGATE/PALLET JACK / INSIDE DELIVERY*** ***MUST CALL PRIOR DELIVERY -- NO EXCEPTIONS***"
"7050601","EC","19540","CANON MEDICAL SYSTEMS USA INC",19540,"TUSTIN","CA","92780",19539,"CANON MEDICAL SYSTEMS USA INC","1475 MAGNOLIA AVE","BUILD D","CORONA","CA","US","92882","THE P TREATMENT","12 VAIL RD SUITE C500","","Vail","CO","US","81657","LAX","DEN","$$$","LGB17","410.0","186.5","485.0","220.5","804.21","603.04","DOMAIR","2","kangeles","2022-03-23T11:39:12.940Z","***MUST DELIVER WEDNESDAY 3/30 BY 11AM*** ***LIFTGATE / PALLET JACK / INSIDE / UNPACK / DEBRIS REMOVAL*** ***MUST CALL PRIOR DELIVERY TO MAKE SURE THE TECH MEETS THE DRIVER-- NO EXCEPTIONS***"
"7050610","EC","18301","BANNER PACKING",18301,"LOS ANGELES","CA","90048",18301,"BANNER PACKING","344 N. LA CIENEGA BLVD","","LOS ANGELES","CA","US","90048","","","","Harbor Springs","MI","US","49740","LAX","TVC","NEW","LAX17","110.0","50.0","357.0","162.0","845.00","557.26","DOMAIR","1","bromero","2022-03-23T13:03:35.563Z","**RESIDENTIAL CURBSIDE DELIVERY W/ LIFTGATE AND APPOINTMENT REQUIRED**"
"7050610","EC","18301","BANNER PACKING",18301,"LOS ANGELES","CA","90048",18301,"BANNER PACKING","344 N. LA CIENEGA BLVD","","LOS ANGELES","CA","US","90048","","","","Harbor Springs","MI","US","49740","LAX","TVC","NEW","LAX17","110.0","50.0","357.0","162.0","845.00","557.26","DOMAIR","1","bromero","2022-03-23T13:03:35.563Z","**RESIDENTIAL CURBSIDE DELIVERY W/ LIFTGATE AND APPOINTMENT REQUIRED**"
"7050599","EC","2372","WARNER BROS CORP. LOGISTICS & TRAFFIC",2372,"BURBANK","CA","91522",0,"WB ARCHIVES","10671 Lanark Street","","Burbank","CA","US","91522","Ballard Institute and Museum of Puppetry","1 Royce Circle, Suite 101B","c/o Matthew Sorensen 	University of Connecticut","Storrs Mansfield","CT","US","06268","LAX","BDL","NEW","SFO03","3538.0","1605.5","8166.0","3705.0","8500.00","5364.79","DOMAIR","10","evillalobo","2022-03-23T11:36:20.910Z",
"7050592","EC","20224","GREVES DISPLAYS  AND WOODWORKS",20224,"ORANGE","CA","92867",20224,"GREVES CO","961 N PARKER ST","","ORANGE","CA","US","92867","Agam","6695 Business Pkwy","","Elkridge","MD","US","21075","LAX","BWI","NEW","LGB03","600.0","272.5","2716.0","1232.0","2261.81","0.00","DOMAIR","2","atalley","2022-03-23T10:33:04.540Z",
"7050606","EC","18301","BANNER PACKING",18301,"LOS ANGELES","CA","90048",18301,"BANNER PACKING","344 N. LA CIENEGA BLVD","","LOS ANGELES","CA","US","90048","Residential delivery address:","4414 Burnet Road","","Austin","TX","US","78756","LAX","AUS","$$$","LAX17","380.0","172.5","1240.0","563.0","922.89","0.00","DOMAIR","2","atalley","2022-03-23T12:02:01.860Z",
"7050604","EC","2430","CHRISTIE DIGITAL (CA)",2430,"CYPRESS","CA","90630",0,"","","","Riverside","CA","US","92507","","","","Hauppauge","NY","US","11788","LAX","JFK","NEW","LAX06","152.0","69.0","197.0","89.5","0.00","192.04","DOMAIR","1","dahall","2022-03-23T11:55:26.510Z",
"7050579","3D","20608","NATIONWIDE WHOLESALE VIDEO,  INC",20608,"WIXON","MI","48393",21403,"NATIONWIDE - EWR","60 METRO WAY","","Secaucus","NJ","US","07094","Nationwide Video - Orlando","1031 Crews Commerce Drive Suite 100","","Orlando","FL","US","32837","EWR","MCO","NEW","LGB17","2565.0","1163.5","3474.0","1576.0","2089.25","0.00","DOMAIR","9","joshernand","2022-03-23T08:49:34.167Z","***MUST PICKUP FRIDAY 3/25 1600-1800***"
"7050590","EC","19113","NEWPORT PACK AND CRATE",19113,"SANTA ANA","CA","92707",19113,"NEWPORT PACK AND CRATE","3044 ORANGE AVE","","SANTA ANA","CA","US","92707","B& B Construction","2911 E. 81st. St., Unit D","","Kansas City","MO","US","64132","LAX","MCI","$$$","LAX17","356.0","161.5","356.0","161.5","389.24","0.00","DOMAIR","1","atalley","2022-03-23T10:10:33.723Z","LIFT GATE REQUIRD AT DELIVERY"
"7050590","EC","19113","NEWPORT PACK AND CRATE",19113,"SANTA ANA","CA","92707",19113,"NEWPORT PACK AND CRATE","3044 ORANGE AVE","","SANTA ANA","CA","US","92707","B& B Construction","2911 E. 81st. St., Unit D","","Kansas City","MO","US","64132","LAX","MCI","$$$","LAX17","356.0","161.5","356.0","161.5","389.24","0.00","DOMAIR","1","atalley","2022-03-23T10:10:33.723Z","LIFT GATE REQUIRD AT DELIVERY"
"7050579","3D","20608","NATIONWIDE WHOLESALE VIDEO,  INC",20608,"WIXON","MI","48393",21403,"NATIONWIDE - EWR","60 METRO WAY","","Secaucus","NJ","US","07094","Nationwide Video - Orlando","1031 Crews Commerce Drive Suite 100","","Orlando","FL","US","32837","EWR","MCO","NEW","LGB17","2565.0","1163.5","3474.0","1576.0","2089.25","0.00","DOMAIR","9","joshernand","2022-03-23T08:49:34.167Z","***MUST DELIVER WEDNESDAY 3/30 BY 1700***"
"7050579","3D","20608","NATIONWIDE WHOLESALE VIDEO,  INC",20608,"WIXON","MI","48393",21403,"NATIONWIDE - EWR","60 METRO WAY","","Secaucus","NJ","US","07094","Nationwide Video - Orlando","1031 Crews Commerce Drive Suite 100","","Orlando","FL","US","32837","EWR","MCO","NEW","LGB17","2565.0","1163.5","3474.0","1576.0","2089.25","0.00","DOMAIR","9","joshernand","2022-03-23T08:49:34.167Z","***MUST PICKUP FRIDAY 3/25 1600-1800 AND DELIVER WEDNESDAY 3/30 BY 1700***"
"7050580","2D","20385","SAFRAN C/O MAG AEROSPACE INDUSTRIES",20385,"CARSON","CA","90746",21207,"AIRTECH INTERNTIONAL","6377 KIMBALL AVE","","CHINO","CA","US","91708","RIO BRAVO INDUSTRIES","12035 ROJAS DR. SUITE F","","EL PASO","TX","US","79936","LAX","ELP","$$$","LGB07","260.0","118.0","619.0","281.0",,,"DOMAIR","5","kangeles","2022-03-23T08:46:35.520Z",
"7050551","EC","13090","GLOBALTRANZ ENTERPRISES, INC",13090,"SCOTTSDALE","AZ","85256",0,"","","","Carson","CA","US","90810","","","","Flower Mound","TX","US","75028","LAX","DFW","NEW","LAX06","600.0","272.5","1711.0","776.5","0.00","506.27","DOMAIR","3","dahall","2022-03-23T05:44:57.267Z",
"7050573","EC","20563","ESL POWER SYSTEMS INC",20563,"CORONA","CA","92880",20563,"ESL POWER SYSTEMS INC","2800 PALISADES DRIVE","","CORONA","CA","US","92880","","","","Covington","KY","US","41011","LAX","CVG","$$$","LGB07","150.0","68.0","150.0","68.0","225.00","73.88","DOMAIR","1","bromero","2022-03-23T08:30:47.943Z",